Entity ID,Acquisition Date,Mission,Camera,Camera Resolution,Operations Number,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,area_kmsq,area_aea_kmsq,area_kmsq_equal_area
D3C1216-100174F066,1980/07/08,1216-1,F,2 to 4 feet,174,30.302,68.391,30.486,67.789,30.306,69.126,30.14,69.09,30.26,67.705,1267.626491255554,2939.1921813801823,2940.3468479667927
D3C1210-100106A012,1975/06/19,1210-1,A,2 to 4 feet,106,62.895,31.2,63.193,29.311,62.774,33.182,62.603,33.041,63.01,29.271,7548.674871428886,4059.0260781738366,4043.956990894509
D3C1215-301009F052,1979/07/16,1215-3,F,2 to 4 feet,1009,43.414,84.422,43.604,83.719,43.408,85.288,43.245,85.241,43.381,83.616,393.1604592017822,2883.345014477744,2885.056703494219
D3C1215-300993F002,1979/07/14,1215-3,F,2 to 4 feet,993,41.236,31.202,41.6,29.154,41.102,33.307,40.868,33.307,41.375,29.056,10437.159972709303,9167.962372782313,9208.46892369438
D3C1217-200395A013,1982/06/18,1217-2,A,2 to 4 feet,395,46.937,-121.33,47.083,-121.928,46.956,-120.696,46.793,-120.745,46.917,-121.951,,1736.3461360617955,1735.675020085146
D3C1214-401105F010,1978/08/04,1214-4,F,2 to 4 feet,1105,47.511,85.648,47.707,84.891,47.499,86.584,47.336,86.53,47.484,84.777,333.93948097590635,2907.798935999509,2909.7179755521292
D3C1215-401461F017,1979/09/15,1215-4,F,2 to 4 feet,1461,25.97,113.012,26.143,112.345,26.007,113.616,25.774,113.624,25.977,112.328,,2848.0236097799025,2849.537550122261
D3C1213-100006F054,1977/06/28,1213-1,F,2 to 4 feet,6,29.237,39.03,29.377,38.599,29.253,39.491,29.097,39.471,29.222,38.564,1377.360198738037,1543.8036142233345,1544.0652603920955
D3C1216-100182F020,1980/07/09,1216-1,F,2 to 4 feet,182,42.222,77.031,42.382,76.473,42.227,77.671,42.07,77.635,42.201,76.408,594.399461870285,1944.7525068963776,1945.3421519993503
D3C1210-200191A069,1975/06/30,1210-2,A,2 to 4 feet,191,54.937,36.333,55.327,33.701,54.761,39.039,54.554,38.89,55.101,33.716,11736.633139882188,8448.627289932758,8382.975860032066
D3C1203-200249A046,1972/07/24,1203-2,A,2 to 4 feet,249,56.392,38.913,56.711,37.107,56.26,40.963,56.09,40.881,56.46,37.119,7890.712454599716,5636.713898900262,5608.6309835329175
D3C1208-400676F035,1974/07/04,1208-4,F,2 to 4 feet,676,48.803,140.005,48.96,139.29,48.817,140.88,48.668,140.84,48.754,139.19,,2412.220210282948,2414.221910005128
D3C1219-100162A046,1984/07/19,1219-1,A,2 to 4 feet,162,21.347,-11.542,21.571,-12.689,21.34,-10.368,21.125,-10.418,21.349,-12.687,6115.749163792953,5826.489376398634,5821.865452103157
D3C1217-301314A001,1982/09/11,1217-3,A,2 to 4 feet,1314,18.455,-94.108,18.744,-95.911,18.413,-92.396,18.157,-92.49,18.532,-95.9,,9661.805579122803,9644.702628887619
D3C1213-100055A020,1977/07/05,1213-1,A,2 to 4 feet,55,34.861,40.095,35.025,39.409,34.888,40.772,34.679,40.684,34.87,39.373,2398.60622265345,2572.953632855926,2571.8672429384724
D3C1215-401169F002,1979/08/07,1215-4,F,2 to 4 feet,1169,56.082,84.859,56.384,83.206,55.958,86.818,55.789,86.765,56.156,83.055,875.4333378651428,5302.109070196093,5315.620229747556
D3C1213-200207A004,1977/08/02,1213-2,A,2 to 4 feet,207,31.478,11.941,31.638,11.275,31.509,12.596,31.298,12.514,31.482,11.242,2974.552742563179,2602.6133957426878,2601.651268562094
D3C1213-200258F007,1977/08/12,1213-2,F,2 to 4 feet,258,43.943,-101.618,44.103,-102.203,43.951,-101.031,43.774,-101.054,43.953,-102.242,,1765.9985909958066,1766.8963010000843
D3C1217-301111F013,1982/08/28,1217-3,F,2 to 4 feet,1111,63.63,-151.058,63.972,-153.052,63.475,-148.943,63.284,-149.027,63.787,-153.199,,4606.464790249283,4621.7088908015985
D3C1208-200186F011,1974/05/02,1208-2,F,2 to 4 feet,186,32.741,-98.914,32.889,-99.471,32.764,-98.243,32.615,-98.27,32.685,-99.539,,2337.5183463867197,2338.453512365783
D3C1215-401387F011,1979/09/06,1215-4,F,2 to 4 feet,1387,39.643,-105.998,39.899,-107.326,39.604,-104.785,39.371,-104.784,39.736,-107.369,,4892.977450384546,4903.745596543421
D3C1217-200578A017,1982/07/07,1217-2,A,2 to 4 feet,578,24.902,-5.873,25.035,-6.378,24.944,-5.361,24.76,-5.406,24.875,-6.397,2155.1754669004213,1969.8564347465067,1969.5120337479323
D3C1203-100126F019,1972/07/15,1203-1,F,2 to 4 feet,126,37.268,30.896,37.669,28.826,37.114,33.025,36.863,33.021,37.429,28.724,11354.506105959656,10516.448654720863,10559.161465879823
D3C1216-200494A003,1980/08/17,1216-2,A,2 to 4 feet,494,54.068,15.457,54.344,13.851,53.971,17.268,53.81,17.203,54.111,13.867,8005.752094415684,4924.3943701019725,4904.779125259984
D3C1210-100098F020,1975/06/18,1210-1,F,2 to 4 feet,98,49.692,42.854,50.076,40.611,49.524,45.162,49.302,45.15,49.866,40.496,9326.745430369354,8217.110483208087,8263.538259722854
D3C1214-401424F010,1978/09/05,1214-4,F,2 to 4 feet,1424,28.589,91.212,28.769,90.63,28.595,91.925,28.432,91.89,28.546,90.549,,2847.116881218948,2848.128476542152
D3C1215-401475A013,1979/09/16,1215-4,A,2 to 4 feet,1475,27.685,117.901,27.839,117.231,27.73,118.556,27.509,118.479,27.676,117.201,,2813.4687106622123,2812.5211540525434
D3C1219-200465F029,1984/08/14,1219-2,F,2 to 4 feet,465,46.949,65.642,47.135,64.95,46.958,66.385,46.762,66.345,46.942,64.888,1489.9013302098388,2456.261136697599,2457.3030761978666
D3C1203-400479A002,1972/08/14,1203-4,A,2 to 4 feet,479,52.212,126.93,52.495,125.333,52.128,128.587,51.933,128.487,52.29,125.315,,5062.779386974905,5049.425610731341
D3C1215-200677A019,1979/06/06,1215-2,A,2 to 4 feet,677,26.784,64.499,27.013,63.387,26.748,65.742,26.578,65.711,26.77,63.411,2593.9681790347445,5311.32887283322,5303.938458090597
D3C1214-300847F021,1978/07/04,1214-3,F,2 to 4 feet,847,50.751,59.607,50.951,58.808,50.733,60.597,50.572,60.537,50.731,58.686,2293.2992969135285,2854.030915571698,2855.9735789413676
D3C1219-100073A025,1984/07/11,1219-1,A,2 to 4 feet,73,34.342,65.551,34.649,63.661,34.258,67.478,34.041,67.393,34.419,63.683,4411.109885211884,8739.526912949195,8708.450356614456
D3C1215-401451A008,1979/09/14,1215-4,A,2 to 4 feet,1451,13.039,103.351,13.216,102.762,13.06,103.999,12.89,103.991,12.977,102.784,,2989.210056685941,2988.4673019736874
D3C1217-301037F014,1982/08/23,1217-3,F,2 to 4 feet,1037,53.071,84.248,53.246,83.561,53.063,85.046,52.905,84.993,53.064,83.473,335.63043243943787,1994.1826580864497,1995.0005893010061
D3C1208-400647F004,1974/06/30,1208-4,F,2 to 4 feet,647,52.902,60.393,53.131,58.814,52.872,61.836,52.657,61.836,52.979,58.767,3453.63705256192,4224.497684149814,4237.544112839322
D3C1210-200176A064,1975/06/28,1210-2,A,2 to 4 feet,176,46.608,23.697,46.951,21.487,46.481,25.964,46.272,25.852,46.725,21.507,11086.906385099455,8397.019722419342,8349.921946215329
D3C1215-301063F013,1979/07/24,1215-3,F,2 to 4 feet,1063,48.14,35.49,48.338,34.719,48.128,36.441,47.964,36.387,48.114,34.604,3578.862504654205,2936.7936819951824,2938.789398200161
D3C1215-200528F003,1979/05/13,1215-2,F,2 to 4 feet,528,29.591,-95.018,29.809,-96.026,29.557,-93.979,29.371,-93.989,29.627,-96.076,,4162.269806119227,4166.085524372034
D3C1214-401337F018,1978/08/28,1214-4,F,2 to 4 feet,1337,39.483,99.381,39.673,98.606,39.505,100.087,39.271,100.087,39.508,98.58,,2869.8193812283016,2872.5815010066617
D3C1219-200450A009,1984/08/13,1219-2,A,2 to 4 feet,450,45.197,149.044,45.368,148.351,45.222,149.777,45.028,149.722,45.171,148.327,,2458.9311515604736,2457.847640977677
D3C1210-300457F003,1975/08/15,1210-3,F,2 to 4 feet,457,54.094,15.126,54.498,12.688,53.904,17.649,53.685,17.628,54.29,12.557,13266.42858063837,8079.320668007383,8132.111647650553
D3C1210-200191F076,1975/06/30,1210-2,F,2 to 4 feet,191,53.832,35.929,54.243,33.455,53.639,38.489,53.416,38.468,54.031,33.323,11527.261851335785,8399.534305179852,8454.910253347954
D3C1213-300561F008,1977/09/28,1213-3,F,2 to 4 feet,561,27.134,71.478,27.307,70.838,27.162,72.06,26.94,72.065,27.149,70.819,929.0922330186615,2587.907355754215,2589.3472989400066
D3C1215-300917F012,1979/07/06,1215-3,F,2 to 4 feet,917,42.265,-8.118,42.424,-8.677,42.272,-7.478,42.115,-7.513,42.243,-8.741,2584.0398717941152,1942.3053735656677,1942.9014518079287
D3C1208-300462A019,1974/06/06,1208-3,A,2 to 4 feet,462,48.127,70.174,48.233,69.849,48.18,70.515,48.03,70.505,48.064,69.853,444.9103195580864,871.2353314959403,871.1052472862874
D3C1212-300516A001,1976/09/09,1212-3,A,2 to 4 feet,516,37.333,120.193,37.579,118.8,37.302,121.46,37.07,121.34,37.425,118.78,,5182.8468455090315,5173.395322588902
D3C1210-400762F003,1975/09/29,1210-4,F,2 to 4 feet,762,24.381,114.348,24.55,113.81,24.389,115.0,24.233,114.97,24.338,113.74,,2575.7063404436153,2576.3868107709286
D3C1218-100355F019,1983/08/20,1218-1,F,2 to 4 feet,355,46.429,61.35,46.823,59.111,46.266,63.652,46.03,63.644,46.599,58.998,6476.0350346061405,9268.86540992153,9318.810383633863
D3C1210-100133A013,1975/06/23,1210-1,A,2 to 4 feet,133,56.352,25.092,56.746,22.432,56.168,27.828,55.967,27.674,56.526,22.445,12963.677915350692,8036.608074011282,7971.573352679765
D3C1203-100095F012,1972/07/13,1203-1,F,2 to 4 feet,95,30.413,19.972,30.604,19.249,30.44,20.628,30.197,20.632,30.433,19.227,3357.587481532692,3086.6041232862617,3088.801282205443
D3C1214-401002F030,1978/07/23,1214-4,F,2 to 4 feet,1002,37.242,67.194,37.389,66.693,37.26,67.728,37.095,67.705,37.226,66.652,846.0802591606903,1726.5245355834807,1726.978626579443
D3C1210-200346A004,1975/07/28,1210-2,A,2 to 4 feet,346,41.519,100.159,41.695,99.455,41.523,100.94,41.367,100.92,41.475,99.476,,2554.069838542488,2551.506315155956
D3C1219-100126F011,1984/07/17,1219-1,F,2 to 4 feet,126,29.524,47.459,29.786,46.263,29.481,48.693,29.26,48.68,29.57,46.203,4585.20110345517,5874.8922960676755,5881.2943689628055
D3C1217-200802A030,1982/07/28,1217-2,A,2 to 4 feet,802,64.855,91.782,65.054,90.769,64.824,92.918,64.666,92.825,64.865,90.72,,2034.3836834823321,2031.5232263315247
D3C1212-200269A018,1976/08/06,1212-2,A,2 to 4 feet,269,45.765,-91.107,46.125,-93.26,45.618,-88.898,45.411,-89.011,45.901,-93.245,,8262.826994545121,8218.139463485788
D3C1203-400510F056,1972/08/16,1203-4,F,2 to 4 feet,510,46.472,24.903,46.895,22.572,46.289,27.309,46.044,27.296,46.661,22.454,13268.795305820891,10081.334578824453,10136.071968223818
D3C1215-200682A024,1979/06/07,1215-2,A,2 to 4 feet,682,25.629,70.01,25.763,69.532,25.667,70.508,25.496,70.477,25.59,69.521,716.192174233757,1871.1157501497382,1870.7777146962974
D3C1215-200682A009,1979/06/07,1215-2,A,2 to 4 feet,682,28.004,70.483,28.138,69.999,28.04,70.989,27.87,70.958,27.966,69.988,706.0586368764343,1849.190338757357,1848.829491990528
D3C1201-100054A031,1971/06/20,1201-1,A,2 to 4 feet,54,53.516,120.324,53.965,117.319,53.321,123.409,53.077,123.239,53.699,117.342,,11726.864538473315,11623.124778591256
D3C1213-300569F023,1977/09/30,1213-3,F,2 to 4 feet,569,34.696,106.575,34.921,105.577,34.645,107.61,34.47,107.596,34.75,105.522,,3704.4144025975575,3708.4686592202806
D3C1212-200429A017,1976/08/25,1212-2,A,2 to 4 feet,429,51.161,6.326,51.433,4.873,51.061,7.969,50.905,7.91,51.206,4.884,7273.905002094717,4638.705163022874,4622.704974439719
D3C1206-100190A008,1973/08/01,1206-1,A,2 to 4 feet,190,23.706,102.769,23.845,102.16,23.752,103.362,23.545,103.293,23.692,102.135,,2463.578579533481,2462.8561527316874
D3C1201-400384A003,1971/07/12,1201-4,A,2 to 4 feet,384,32.0,-110.357,32.215,-111.501,31.983,-109.185,31.788,-109.238,32.014,-111.501,,4818.9824089240565,4813.401896821108
D3C1206-100006F007,1973/07/14,1206-1,F,2 to 4 feet,6,71.532,101.785,71.796,100.451,71.449,103.238,71.263,103.053,71.64,100.26,,2148.3467389023067,2152.508892430315
D3C1213-200355F002,1977/08/28,1213-2,F,2 to 4 feet,355,49.175,85.759,49.574,83.565,48.99,88.028,48.77,88.013,49.365,83.447,901.1953546477966,8126.409767438162,8171.555081782243
D3C1217-100276A014,1982/06/06,1217-1,A,2 to 4 feet,276,45.964,60.415,46.108,59.826,45.983,61.039,45.821,60.991,45.943,59.804,1231.4107314320984,1728.290530317322,1727.6251341842249
D3C1216-100159F026,1980/07/05,1216-1,F,2 to 4 feet,159,52.487,83.434,52.796,81.759,52.401,84.978,52.167,84.957,52.634,81.693,910.1773199757844,4977.982580334245,4996.1078616911145
D3C1216-100227F029,1980/07/15,1216-1,F,2 to 4 feet,227,42.256,20.03,42.633,17.945,42.11,22.173,41.875,22.169,42.409,17.842,11687.650110424369,9215.352647160724,9257.922706450849
D3C1213-300548A015,1977/09/23,1213-3,A,2 to 4 feet,548,2.042,34.44,2.185,33.999,2.07,34.913,1.91,34.896,1.997,33.998,1616.9665363725433,1950.464112195943,1950.429556112766
D3C1219-100264A013,1984/07/28,1219-1,A,2 to 4 feet,264,41.558,-5.663,41.721,-6.302,41.587,-4.989,41.397,-5.037,41.528,-6.323,3104.505062180273,2348.8577143291227,2348.00702804742
D3C1219-200465F019,1984/08/14,1219-2,F,2 to 4 feet,465,48.763,66.21,48.953,65.495,48.769,66.982,48.573,66.939,48.759,65.428,1518.2147068936465,2471.8027965074243,2472.95493247058
D3C1203-200222A053,1972/07/22,1203-2,A,2 to 4 feet,222,44.698,114.163,45.37,109.908,44.368,118.51,44.046,118.242,44.997,110.033,,26859.68123040983,26326.32170408032
D3C1217-301028A010,1982/08/22,1217-3,A,2 to 4 feet,1028,49.165,33.722,49.326,33.048,49.174,34.454,49.014,34.416,49.137,33.039,2530.736812535286,1996.8122515529485,1995.4880923278936
D3C1203-300341F013,1972/08/03,1203-3,F,2 to 4 feet,341,57.368,116.608,57.748,114.579,57.232,118.495,56.98,118.445,57.574,114.488,,5858.38616833696,5886.079686931499
D3C1214-401075F021,1978/08/02,1214-4,F,2 to 4 feet,1075,57.094,125.423,57.281,124.612,57.085,126.249,56.898,126.202,57.123,124.548,,1993.5805105583167,1995.3337899441099
D3C1213-100123F002,1977/07/20,1213-1,F,2 to 4 feet,123,70.082,61.212,70.579,58.458,69.816,63.868,69.593,63.688,70.427,58.26,6916.402596751984,4921.566909721451,4962.521406966731
D3C1219-100108F039,1984/07/15,1219-1,F,2 to 4 feet,108,42.991,-113.898,43.174,-114.552,43.006,-113.197,42.808,-113.232,42.978,-114.608,,2505.9004118451485,2506.80884266512
D3C1217-200819F013,1982/07/31,1217-2,F,2 to 4 feet,819,58.23,103.703,58.414,102.927,58.21,104.613,58.053,104.544,58.234,102.818,,1992.0535900567947,1993.030302015139
D3C1219-100072A038,1984/07/11,1219-1,A,2 to 4 feet,72,41.435,66.641,41.584,66.062,41.453,67.266,41.296,67.238,41.399,66.058,1016.8663487770156,1910.2710415329473,1909.3726444066622
D3C1218-100349A006,1983/08/18,1218-1,A,2 to 4 feet,349,31.451,23.148,31.755,21.318,31.37,25.012,31.152,24.93,31.525,21.339,9389.746191455146,8748.141182210706,8720.410741540043
D3C1214-200391A006,1978/05/01,1214-2,A,2 to 4 feet,391,25.243,-9.798,25.463,-10.85,25.208,-8.622,25.045,-8.651,25.23,-10.829,5300.882012311462,4883.508484115133,4877.578213570269
D3C1219-200684A004,1984/09/04,1219-2,A,2 to 4 feet,684,3.282,-70.978,3.501,-72.067,3.285,-69.868,3.065,-69.912,3.276,-72.065,1981.6112524522705,6005.808385466296,6005.127118011439
D3C1206-100107A005,1973/07/23,1206-1,A,2 to 4 feet,107,55.921,89.772,56.195,88.009,55.848,91.45,55.642,91.297,56.037,87.975,,4539.662618414453,4527.086799926752
D3C1215-300984A015,1979/07/13,1215-3,A,2 to 4 feet,984,69.721,80.955,69.986,79.408,69.639,82.748,69.476,82.636,69.75,79.375,1369.3910926946717,2948.781064543533,2936.9347705130435
D3C1217-300990F005,1982/08/18,1217-3,F,2 to 4 feet,990,48.354,57.759,48.52,57.142,48.354,58.47,48.197,58.427,48.34,57.067,1562.688852641922,1940.5832772057881,1941.3027632187516
D3C1215-401184A007,1979/08/08,1215-4,A,2 to 4 feet,1184,59.597,25.619,60.051,22.46,59.37,28.877,59.154,28.683,59.811,22.472,16730.878234172418,9534.163248357105,9436.003813318976
D3C1218-200424F028,1983/08/28,1218-2,F,2 to 4 feet,424,33.397,64.637,33.648,63.383,33.365,65.78,33.128,65.783,33.481,63.345,2617.206469139389,5088.6100793868145,5097.307127669713
D3C1219-200436F010,1984/08/11,1219-2,F,2 to 4 feet,436,57.982,9.907,58.204,8.967,57.96,11.005,57.769,10.922,57.985,8.839,5418.472931324127,2941.170086576151,2942.818020252111
D3C1219-200560F002,1984/08/25,1219-2,F,2 to 4 feet,560,54.191,61.091,54.509,59.391,54.083,62.871,53.87,62.825,54.302,59.286,4616.7532955812985,5576.153903512428,5590.464346735069
D3C1215-200682F017,1979/06/07,1215-2,F,2 to 4 feet,682,26.647,70.245,26.793,69.78,26.672,70.737,26.5,70.719,26.623,69.745,708.5041193686981,1856.6232099442664,1856.9535961181414
D3C1216-100099F023,1980/06/28,1216-1,F,2 to 4 feet,99,42.921,43.352,43.167,42.155,42.86,44.596,42.673,44.576,42.984,42.089,4222.900169979767,4248.664754298552,4255.113653407861
D3C1217-100113A044,1982/05/23,1217-1,A,2 to 4 feet,113,28.618,6.209,28.918,4.402,28.545,8.048,28.323,7.969,28.684,4.424,10161.180327681375,9023.920013683457,8998.13148918919
D3C1210-400684F004,1975/09/18,1210-4,F,2 to 4 feet,684,29.565,83.903,29.706,83.456,29.581,84.411,29.433,84.386,29.536,83.408,209.65212309861755,1694.9971792383742,1695.3075451690722
D3C1217-100073F053,1982/05/18,1217-1,F,2 to 4 feet,73,44.83,28.79,45.214,26.609,44.676,31.033,44.44,31.027,44.989,26.501,11481.976397219682,9291.066016082483,9337.897341421847
D3C1215-300844F007,1979/06/26,1215-3,F,2 to 4 feet,844,43.791,-76.23,43.987,-77.056,43.806,-75.473,43.573,-75.477,43.822,-77.086,959.925057268219,2870.295217106294,2873.5283799338226
D3C1217-200578A019,1982/07/07,1217-2,A,2 to 4 feet,578,24.594,-5.935,24.727,-6.439,24.636,-5.424,24.452,-5.468,24.566,-6.458,2157.092256429093,1976.594071792359,1976.2653417739077
D3C1208-300450A011,1974/06/03,1208-3,A,2 to 4 feet,450,46.585,11.568,46.804,10.369,46.589,12.939,46.42,12.944,46.496,10.492,7119.737894391604,5038.414354708644,5021.778507257424
D3C1208-400664A009,1974/07/02,1208-4,A,2 to 4 feet,664,57.185,135.472,57.491,132.72,57.09,138.28,56.884,138.14,57.272,132.75,,8043.01201023488,7979.726474611236
D3C1214-200611A021,1978/05/24,1214-2,A,2 to 4 feet,611,30.61,110.852,30.742,110.373,30.643,111.354,30.48,111.322,30.576,110.361,,1721.1983544939012,1720.827869432949
D3C1214-401034F019,1978/07/28,1214-4,F,2 to 4 feet,1034,47.823,51.879,47.988,51.221,47.833,52.536,47.648,52.511,47.832,51.179,1770.8107345998992,1925.0410214302926,1926.2052030881543
D3C1208-300436A012,1974/06/01,1208-3,A,2 to 4 feet,436,31.135,47.837,31.29,46.725,31.164,48.871,30.961,48.805,31.14,46.721,3146.1356609313584,4008.3874626449306,4003.9194944242795
D3C1206-200279A068,1973/08/10,1206-2,A,2 to 4 feet,279,48.035,84.973,48.319,83.121,47.963,86.803,47.749,86.685,48.122,83.119,840.9081729294434,6380.9716111381385,6357.173639208366
D3C1217-301081A006,1982/08/26,1217-3,A,2 to 4 feet,1081,39.708,53.006,39.878,52.235,39.738,53.764,39.518,53.666,39.716,52.195,2224.487414880294,2840.728794074009,2839.2658971854025
D3C1208-300420F035,1974/05/30,1208-3,F,2 to 4 feet,420,35.165,62.519,35.35,61.367,35.173,63.563,34.962,63.577,35.2,61.339,2294.3847432962343,4053.5220363520148,4059.9142651120833
D3C1216-300662A044,1980/09/11,1216-3,A,2 to 4 feet,662,23.099,114.37,23.278,113.754,23.115,115.051,22.948,115.04,23.041,113.776,,2927.9102642374532,2926.513342200829
D3C1217-100268A008,1982/06/05,1217-1,A,2 to 4 feet,268,34.024,-102.965,34.338,-104.88,33.936,-101.014,33.715,-101.101,34.104,-104.858,,9046.909502097873,9014.46216865983
D3C1215-401283F004,1979/08/23,1215-4,F,2 to 4 feet,1283,51.12,28.437,51.53,25.999,50.939,30.955,50.705,30.94,51.307,25.873,12869.152509675065,9191.119463837122,9248.587669926581
D3C1217-100366F004,1982/06/15,1217-1,F,2 to 4 feet,366,41.819,127.99,42.187,125.938,41.678,130.099,41.446,130.097,41.965,125.838,,9021.038824433164,9061.742108134918
D3C1217-200606A006,1982/07/10,1217-2,A,2 to 4 feet,606,39.57,56.827,39.782,55.665,39.541,58.023,39.361,57.965,39.595,55.662,2959.5043055977326,4154.785425271408,4148.801672671684
D3C1206-200229F016,1973/08/05,1206-2,F,2 to 4 feet,229,45.018,38.526,45.202,37.733,45.032,39.252,44.813,39.248,45.047,37.705,2798.844148972496,2533.932016676919,2536.6877397280077
D3C1201-200124F006,1971/06/24,1201-2,F,2 to 4 feet,124,50.763,129.874,50.978,129.006,50.745,130.95,50.57,130.886,50.738,128.874,,3372.29712018599,3374.8723188344447
D3C1203-200157A063,1972/07/17,1203-2,A,2 to 4 feet,157,26.057,105.257,26.598,101.981,25.854,108.588,25.53,108.405,26.238,102.08,,25077.459922474685,24850.545180235535
D3C1214-300847F009,1978/07/04,1214-3,F,2 to 4 feet,847,52.567,60.173,52.77,59.341,52.546,61.205,52.384,61.141,52.55,59.211,2362.594705772339,2873.8006095485875,2875.9614585286427
D3C1214-300905F008,1978/07/13,1214-3,F,2 to 4 feet,905,55.628,43.109,55.797,42.42,55.622,43.86,55.459,43.81,55.637,42.347,2217.4146698028107,1719.2244034591665,1720.1117539945515
D3C1216-100265A038,1980/07/23,1216-1,A,2 to 4 feet,265,18.573,56.037,18.766,55.072,18.567,57.023,18.382,56.981,18.576,55.073,2540.278346927734,4276.499737707327,4274.034213951147
D3C1210-300469A025,1975/08/18,1210-3,A,2 to 4 feet,469,48.073,115.119,48.262,114.31,48.069,116.02,47.909,116.0,48.035,114.33,,2712.42158572563,2709.148295831571
D3C1214-401091F022,1978/08/03,1214-4,F,2 to 4 feet,1091,47.36,104.074,47.746,101.834,47.201,106.385,46.97,106.377,47.524,101.721,,8988.61742083728,9037.307919049901
D3C1215-300960A033,1979/07/11,1215-3,A,2 to 4 feet,960,34.517,81.128,34.664,80.589,34.542,81.706,34.381,81.683,34.475,80.587,376.4674680241089,1986.7466379085517,1986.054763488549
D3C1216-200399F016,1980/08/06,1216-2,F,2 to 4 feet,399,36.3,109.857,36.448,109.361,36.318,110.385,36.152,110.362,36.284,109.32,,1740.1490779579879,1740.593331325953
D3C1216-200534A004,1980/08/22,1216-2,A,2 to 4 feet,534,21.23,-76.592,21.361,-77.08,21.273,-76.097,21.091,-76.14,21.201,-77.098,489.00316978901674,1942.492561151193,1942.1997862941605
D3C1214-401409A065,1978/09/04,1214-4,A,2 to 4 feet,1409,25.873,86.442,26.262,83.244,25.812,89.724,25.495,89.552,25.913,83.338,1748.2287043921815,23854.508903975784,23654.10013776155
D3C1219-100111A003,1984/07/16,1219-1,A,2 to 4 feet,111,68.582,58.146,69.024,55.231,68.357,61.254,68.149,60.987,68.793,55.141,9376.621073517135,6496.843081687497,6451.468275208567
